title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
Water firms make £2bn profit as drought hits UK,https://www.theguardian.com/environment/2006/may/14/water.theobserversuknewspages,The Guardian,14-05-2006,01:49:56,drought,positive,0.317965024,England,Kent,51.2070748,0.7210362
Drought tanker ships considered,https://www.theguardian.com/environment/2006/may/17/water.uknews,The Guardian,17-05-2006,22:56:50,drought,positive,1,Scotland,Scotland,56.7861112,-4.1140518
Algae choking drought-hit ponds and streams,https://www.theguardian.com/environment/2006/aug/10/water.weather,The Guardian,10-08-2006,14:15:05,drought,positive,1,England,east of England,52.2199774,0.4875777
Martin Wainwright on the great drought of 1976,https://www.theguardian.com/environment/2006/may/17/water.ethicalliving,The Guardian,17-05-2006,10:34:34,drought,neutral,0.363636364,Wales,bath,51.3813864,-2.3596963
Norwegian water shipments may ease drought,https://www.theguardian.com/environment/2006/may/17/water.uknews2,The Guardian,17-05-2006,09:37:31,drought,positive,1,England,Kent,51.2070748,0.7210362
"Met Office predicts milder, wetter winter in drought-hit south",https://www.theguardian.com/environment/2006/jul/11/weather.climatechange,The Guardian,10-07-2006,23:02:39,drought,positive,0.630914826,England,London,51.5074,-0.1278
First water ban in decade as drought fears escalate,https://www.theguardian.com/environment/2006/may/16/water.uknews,The Guardian,16-05-2006,01:16:11,drought,negative,1,England,Devon,50.7241405,-3.6607788
Hosepipe ban as UK water crisis deepens,https://www.theguardian.com/environment/2006/mar/12/water.weather,The Guardian,12-03-2006,00:12:53,drought,negative,0.214592275,England,Kent,51.2070748,0.7210362
Washing dishes by hand wastes millions of litres,https://www.theguardian.com/environment/2006/jul/15/water.uknews,The Guardian,14-07-2006,23:07:02,drought,neutral,0.900900901,England,London,51.5074,-0.1278
African nomads to be first people wiped out by climate change,https://www.theguardian.com/environment/2006/nov/12/kenya.famine,The Guardian,12-11-2006,15:45:46,drought,neutral,1,England,London,51.5074,-0.1278
Miliband: we can make progress on climate change,https://www.theguardian.com/environment/2006/nov/13/greenpolitics.climatechange,The Guardian,13-11-2006,12:21:08,drought,positive,0.430107527,Scotland,Scotland,56.7861112,-4.1140518
Climate change warning for a nation of gardeners,https://www.theguardian.com/environment/2006/sep/12/climatechange.climatechangeenvironment,The Guardian,12-09-2006,12:51:24,drought,neutral,0.49200492,England,London,51.5074456,-0.1277653
Water firms promise no more restrictions as homes use less,https://www.theguardian.com/environment/2006/aug/18/water.uknews,The Guardian,18-08-2006,14:15:02,drought,neutral,0.346020761,England,London,51.5074,-0.1278
Q&A: Hosepipe bans,https://www.theguardian.com/environment/2006/aug/15/water.explained,The Guardian,15-08-2006,15:13:58,drought,positive,0.655021834,England,Kent,51.2070748,0.7210362
Met Office dampens hopes of wet winter in latest forecast,https://www.theguardian.com/environment/2006/sep/22/water.weather,The Guardian,21-09-2006,23:12:57,drought,neutral,0.328947368,Wales,Wales,52.2928116,-3.73893
Will Duguid: How do you dream of ethical Christmas?,https://www.theguardian.com/environment/2006/dec/02/comment.christmas2006,The Guardian,02-12-2006,23:56:50,drought,positive,0.170940171,England,London,51.5074456,-0.1277653
"Sub-Saharan Africa? No, this is Kent",https://www.theguardian.com/environment/2006/feb/02/water.uknews,The Guardian,02-02-2006,02:03:21,drought,negative,1,England,Oxfordshire,51.833333,-1.25
Solar-powered sprinkler to counter hosepipe ban,https://www.theguardian.com/environment/2006/may/04/energy.water,The Guardian,04-05-2006,02:37:24,drought,positive,0.440528634,England,Cambridgeshire,52.333333,0.083333
Olives are the new English roses,https://www.theguardian.com/environment/2006/mar/19/theobserver.climatechange,The Guardian,19-03-2006,01:32:30,drought,positive,0.58224163,Wales,Wales,52.2928116,-3.73893
100∫ - get used to it,https://www.theguardian.com/environment/2006/jul/23/weather.theobserver,The Guardian,22-07-2006,23:14:24,drought,negative,0.124378109,England,Devon,50.7241405,-3.6607788
Closer to the brink,https://www.theguardian.com/environment/2006/oct/11/society.climatechange,The Guardian,11-10-2006,14:45:46,drought,negative,0.075930144,England,London,51.5074,-0.1278
Forecast puts Earth's future under a cloud,https://www.theguardian.com/environment/2006/aug/15/climatechange.climatechangeenvironment,The Guardian,15-08-2006,14:30:37,drought,positive,0.360576923,Scotland,Scotland,56.7861112,-4.1140518
Gardeners can slow climate change,https://www.theguardian.com/environment/2006/jun/11/conservationandendangeredspecies.climatechange,The Guardian,10-06-2006,23:18:02,drought,negative,0.139664804,England,Birmingham,52.4796992,-1.9026911
Leo Hickman: Is it OK ... to have a borehole?,https://www.theguardian.com/environment/2006/aug/29/water.g2,The Guardian,29-08-2006,09:39:47,drought,neutral,0.099601594,England,Coventry,52.4081812,-1.510477
New water warnings for south-east England,https://www.theguardian.com/environment/2006/apr/03/water.uknews1,The Guardian,03-04-2006,16:10:51,drought,neutral,0.337268128,England,London,51.5074456,-0.1277653
A country creaking at the seams,https://www.theguardian.com/environment/2006/may/16/water.business,The Guardian,15-05-2006,23:03:10,drought,positive,0.107642626,Scotland,Glasgow,55.861155,-4.2501687
Benn to attack UN over disaster response,https://www.theguardian.com/environment/2006/jan/23/development.naturaldisasters,The Guardian,23-01-2006,16:49:27,drought,positive,0.115606936,England,York,53.9656578,-1.0743052
Heatwave to intensify before showers arrive,https://www.theguardian.com/environment/2006/jul/19/weather.climatechange2,The Guardian,18-07-2006,23:12:11,heatwave,neutral,0.735294118,England,Kent,51.2070748,0.7210362
Boil and trouble,https://www.theguardian.com/environment/2006/nov/01/society.climatechange,The Guardian,01-11-2006,23:55:44,heatwave,positive,0.873362445,Wales,Wales,52.2928116,-3.73893
"Heatwave will put 4p on a loaf, warn Britain's biggest millers",https://www.theguardian.com/environment/2006/aug/14/weather.climatechange,The Guardian,13-08-2006,23:06:05,heatwave,neutral,0.772200772,England,Plymouth,50.3714122,-4.1424451
Last month was hottest since UK records began,https://www.theguardian.com/environment/2006/aug/01/weather.travelnews,The Guardian,01-08-2006,09:02:12,heatwave,neutral,0.970873786,England,London,51.5074,-0.1278
Heatwaves 'reflect climate change',https://www.theguardian.com/environment/2006/jul/19/weather.climatechange,The Guardian,19-07-2006,13:47:34,heatwave,positive,1,England,Birmingham,52.4796992,-1.9026911
'UK's hottest day ever' warning,https://www.theguardian.com/environment/2006/jul/18/weather.climatechange,The Guardian,18-07-2006,15:22:32,heatwave,neutral,1,England,Kent,51.2070748,0.7210362
Britain set for 'blistering' weekend,https://www.theguardian.com/environment/2006/jun/30/weather.climatechange,The Guardian,30-06-2006,14:53:52,heatwave,negative,0.169204738,Scotland,Scotland,56.7861112,-4.1140518
Bacon heat breaks records,https://www.theguardian.com/environment/2006/jul/19/weather.climatechange1,The Guardian,19-07-2006,15:52:41,heatwave,neutral,0.581395349,Scotland,Edinburgh,55.9533456,-3.1883749
Britain braced for stormy weather,https://www.theguardian.com/environment/2006/jul/05/weather.travelnews,The Guardian,05-07-2006,14:14:48,heatwave,positive,0.288184438,England,Leicestershire,52.666667,-1
Warm Cornish waters attract new marine life,https://www.theguardian.com/environment/2006/jul/25/conservationandendangeredspecies.uknews,The Guardian,25-07-2006,15:16:40,heatwave,neutral,0.220750552,England,Exeter,50.7256138,-3.5269209
Aida Edemariam on the nation's consumption of mineral water,https://www.theguardian.com/environment/2006/jul/13/water.lifeandhealth,The Guardian,13-07-2006,10:54:53,heatwave,positive,0.035932447,England,Yorkshire,53.9825271,-1.38525
"UK must move faster to avert flood chaos, MPs are told",https://www.theguardian.com/news/2007/oct/11/uknews.homeaffairs,The Guardian,11-10-2007,09:48:48,flood,positive,1,England,London,51.5074,-0.1278
Climate warning raises long-term flood fears,https://www.theguardian.com/environment/2007/aug/30/weather.flooding,The Guardian,30-08-2007,17:18:28,flood,negative,1,England,Worcestershire,52.2109495,-2.1569555
Benn promises big increase in spending on flood defences,https://www.theguardian.com/environment/2007/jul/03/water.politics,The Guardian,03-07-2007,14:27:02,flood,negative,1,England,Yorkshire,53.9825271,-1.38525
Maggie Gee introduces 'floods' photographer Gideon Mendel,https://www.theguardian.com/environment/2007/dec/20/flooding.naturaldisasters,The Guardian,20-12-2007,14:32:23,flood,negative,1,England,Yorkshire,53.9825271,-1.38525
Back to nature: £12m plan to let sea flood reclaimed land and recreate lost habitats,https://www.theguardian.com/environment/2007/oct/08/conservation,The Guardian,08-10-2007,09:02:54,flood,neutral,0.249066002,England,Essex,51.7704679,0.4646698
Letters: Blair flies in to a flood of protest,https://www.theguardian.com/environment/2007/jan/10/guardianletters.theairlineindustry,The Guardian,10-01-2007,00:03:14,flood,positive,0.473933649,England,Newcastle,54.9738474,-1.6131572
Tide begins to turn for flooded villages,https://www.theguardian.com/environment/2007/jul/02/water.weather,The Guardian,02-07-2007,14:27:02,flood,negative,1,England,Sheffield,53.3806626,-1.4702278
Extreme weather creates fire risk for UK's beauty spots,https://www.theguardian.com/environment/2007/sep/23/climatechange,The Guardian,22-09-2007,23:49:58,flood,negative,0.809716599,England,Yorkshire,53.9825271,-1.38525
Bjorn Lomborg: Costly climate change plans hamper more effective solutions,https://www.theguardian.com/environment/2007/oct/17/comment.climatechange,The Guardian,17-10-2007,22:39:21,flood,positive,1,England,London,51.5074,-0.1278
Eco Soundings,https://www.theguardian.com/environment/2007/nov/21/guardiansocietysupplement,The Guardian,21-11-2007,15:13:40,flood,positive,0.530035336,England,London,51.5074456,-0.1277653
50 ways to save the planet,https://www.theguardian.com/environment/ethicallivingblog/2007/nov/01/theenvironmentagencys50thi,The Guardian,01-11-2007,11:38:20,flood,positive,0.553505535,England,London,51.5074,-0.1278
Leo Hickman on the energy it takes to produce mains water,https://www.theguardian.com/environment/2007/aug/02/ethicalliving.ethicalliving,The Guardian,02-08-2007,13:35:17,flood,positive,0.231481481,England,Staffordshire,52.8246942,-2.0074547
Chancellor announces new green tax on flights,https://www.theguardian.com/environment/2007/oct/09/climatechange.travelandtransport,The Guardian,09-10-2007,12:03:00,flood,positive,0.177619893,England,London,51.5074,-0.1278
The green gauge,https://www.theguardian.com/environment/2007/jul/08/ethicalliving.lifeandhealth1,The Guardian,07-07-2007,23:03:20,flood,negative,0.555555556,England,London,51.5074,-0.1278
What will it take to convince people?,https://www.theguardian.com/environment/blog/2007/sep/21/whatwillittaketomovepeop,The Guardian,21-09-2007,13:13:44,flood,negative,0.267737617,England,York,53.9656578,-1.0743052
Government criticised for poor water conservation record,https://www.theguardian.com/environment/2007/nov/28/water.pollution,The Guardian,28-11-2007,12:15:06,flood,positive,1,Wales,Wales,52.2928116,-3.73893
Cool it - is global warming a myth?,https://www.theguardian.com/environment/blog/2007/oct/17/coolitglobalwarmingsamyth,The Guardian,17-10-2007,08:17:36,flood,positive,0.323101777,England,London,51.5074,-0.1278
Scotland prepares to fight climate change,https://www.theguardian.com/environment/2007/sep/02/climatechange.theobserversuknewspages,The Guardian,02-09-2007,14:45:37,flood,neutral,0.196850394,Scotland,Scotland,56.7861112,-4.1140518
How climate change will affect Britain's weather,https://www.theguardian.com/environment/2007/may/21/climatechange.climatechangeenvironment,The Guardian,21-05-2007,10:28:47,flood,positive,0.320769848,Scotland,Scotland,56.7861112,-4.1140518
Sea of troubles,https://www.theguardian.com/environment/2007/dec/05/energy.fossilfuels,The Guardian,05-12-2007,23:50:53,flood,neutral,0.066401062,Scotland,Scotland,56.7861112,-4.1140518
Global warming: Met Office predicts plateau then record temperatures,https://www.theguardian.com/environment/2007/aug/10/weather.uknews,The Guardian,10-08-2007,13:04:02,flood,positive,0.233918129,England,Yorkshire,53.9825271,-1.38525
Join Tread lightly and win a G-Wiz electric car,https://www.theguardian.com/environment/2007/oct/26/pledges,The Guardian,26-10-2007,10:58:23,flood,positive,0.073637703,England,London,51.5074456,-0.1277653
BP and Associated British Foods join forces to build £200m biofuels plant,https://www.theguardian.com/environment/2007/jun/27/energy.oilandpetrol,The Guardian,27-06-2007,17:35:20,flood,positive,0.11682243,England,London,51.5074456,-0.1277653
Scarce water and population boom  leads California to 'perfect drought',https://www.theguardian.com/environment/2007/jun/25/usnews.climatechange,The Guardian,25-06-2007,11:31:32,flood,neutral,0.168918919,England,London,51.5074,-0.1278
"Dams, farms, shipping and climate threaten to dry up world's greatest rivers",https://www.theguardian.com/environment/2007/mar/21/water.climatechange,The Guardian,21-03-2007,11:27:02,flood,negative,0.258397933,England,London,51.5074,-0.1278
Joined-up thinking on how to cope with environment change,https://www.theguardian.com/politics/2007/jan/02/greenpolitics.climatechange,The Guardian,02-01-2007,23:56:52,flood,positive,0.255754476,England,London,51.5074,-0.1278
"Climate change threatens world's natural wonders, report warns",https://www.theguardian.com/environment/2007/apr/11/climatechange.climatechangeenvironment1,The Guardian,11-04-2007,16:46:08,flood,negative,0.636132316,England,London,51.5074456,-0.1277653
Erosion and rising seas threaten Wales's most beautiful beaches,https://www.theguardian.com/environment/2007/feb/13/frontpagenews.ruralaffairs,The Guardian,13-02-2007,13:24:20,flood,negative,0.743889479,England,north Wales,52.9487855,-3.7601273
Richard Sadler,https://www.theguardian.com/environment/2007/feb/28/travelsenvironmentalimpact.society,The Guardian,28-02-2007,08:24:05,flood,positive,0.076863951,England,Kent,51.2070748,0.7210362
